10000,11
20000,41
30000,88
40000,148
50000,231
60000,357
70000,464
80000,590
90000,750
100000,945
110000,1077
120000,1293
130000,1495
140000,1729
150000,1931
160000,2274
170000,2463
180000,2728
190000,3021
200000,3334
